trial,presentation_startTime,presentation_duration,prefeedback_startTime,prefeedback_duration,feedback_startTime,feedback_duration,fixation_startTime,fixation_duration,presentation_object1_positionX,presentation_object1_contrastValue,presentation_object2_positionX,presentation_object2_contrastValue,feedback_object1_color,trialValue,presentation_responseTime,presentation_response,presentation_touchPositionX,presentation_touchPositionY,respondedInTime,correct
55,251.1440,-18066.2282,-17815.0843,18070.0298,254.9455,0.3001,255.2456,0.3668,275,0.0167,-275,0.0249,0;0.5;0,0,254.8544,0.0,-1055.0,-500.0,1,1
56,255.6124,-18070.6967,-17815.0843,18072.7309,257.6466,0.3001,257.9467,0.3668,275,0.0088,-275,0.0098,0;0.5;0,0,257.5554,0.0,-1057.0,-497.0,1,1
57,258.3135,-18073.3978,-17815.0843,18074.1148,259.0305,0.3001,259.3306,0.3668,-275,0.45,275,1,0;0.5;0,1,258.9394,1.0,965.0,-509.0,1,1
58,259.6974,-18074.7817,-17815.0843,18075.4653,260.3810,0.3001,260.6812,0.3668,-275,0.0167,275,0.2088,0;0.5;0,1,260.2817,1.0,970.0,-520.0,1,1
59,261.0480,-18076.1323,-17815.0843,18077.1660,262.0817,0.3001,262.3819,0.3668,275,0.0088,-275,0.0323,0;0.5;0,0,261.9823,0.0,-1044.0,-519.0,1,1
60,262.7487,-18077.8330,-17815.0843,18078.6166,263.5323,0.3001,263.8324,0.3668,-275,0.0088,275,0.2009,0;0.5;0,1,263.4413,1.0,968.0,-505.0,1,1
61,264.1993,-18079.2835,-17815.0843,18081.0676,265.9833,0.3001,266.2834,0.3668,-275,0,275,0.0082,1;0;0,1,265.8924,0.0,-1058.0,-502.0,1,0
62,266.6503,-18081.7345,-17815.0843,18082.2181,267.1338,0.3001,267.4339,0.3668,-275,0.0167,275,0.0196,0;0.5;0,1,267.0428,1.0,973.0,-488.0,1,1
63,267.8007,-18082.8850,-17815.0843,18083.8187,268.7344,0.3001,269.0346,0.3668,275,0.0088,-275,0.017,1;0;0,0,268.6350,1.0,980.0,-478.0,1,0
64,269.4014,-18084.4857,-17815.0843,18084.5857,269.5014,0.3001,269.8015,0.3668,-275,0.0167,275,0.2088,1;0;0,1,269.4103,0.0,-1050.0,-511.0,1,0
65,270.1684,-18085.2526,-17815.0843,18085.3860,270.3017,0.3001,270.6019,0.0000,275,0,-275,0.1921,1;0;0,0,270.2025,1.0,978.0,-493.0,1,0
66,270.6019,-18085.6861,-17815.0843,18086.1030,271.0187,0.3001,271.3188,0.3668,275,0.0167,-275,0.0838,0;0.5;0,0,270.9277,0.0,-1045.0,-528.0,1,1
67,271.6856,-18086.7699,-17815.0843,18087.5369,272.4526,0.3001,272.7527,0.3668,275,0,-275,0.0235,0;0.5;0,0,272.3615,0.0,-1053.0,-508.0,1,1
68,273.1196,-18088.2038,-17815.0843,18089.2876,274.2033,0.3001,274.5035,0.3668,275,0,-275,0.0029,0;0.5;0,0,274.1040,0.0,-1063.0,-488.0,1,1
69,274.8703,-18089.9546,-17815.0843,18090.8382,275.7540,0.3001,276.0541,0.3668,275,0.45,-275,0.4582,0;0.5;0,0,275.6628,0.0,-1048.0,-512.0,1,1
70,276.4209,-18091.5052,-17815.0843,18093.3559,278.2716,0.3001,278.5718,0.3668,275,0.0167,-275,0.0177,1;0;0,0,278.1806,1.0,979.0,-500.0,1,0
71,278.9386,-18094.0229,-17815.0843,18094.3730,279.2887,0.3001,279.5889,0.3668,-275,0.0088,275,0.0117,1;0;0,1,279.1893,0.0,-1054.0,-503.0,1,0
72,279.9557,-18095.0400,-17815.0843,18095.1733,280.0891,0.3001,280.3892,0.3668,275,0.45,-275,0.4735,1;0;0,0,279.9897,1.0,984.0,-478.0,1,0
73,280.7560,-18095.8403,-17815.0843,18096.2738,281.1895,0.3001,281.4896,0.3668,-275,0.0167,275,0.0249,1;0;0,1,281.0985,0.0,-1065.0,-491.0,1,0
74,281.8564,-18096.9407,-17815.0843,18098.3746,283.2904,0.3001,283.5905,0.3668,-275,0,275,0.0235,0;0.5;0,1,283.1909,1.0,976.0,-486.0,1,1
75,283.9573,-18099.0416,-17815.0843,18100.1587,285.0744,0.3001,285.3745,0.3668,-275,0.0088,275,0.017,0;0.5;0,1,284.9750,1.0,982.0,-491.0,1,1
76,285.7414,-18100.8256,-17815.0843,18101.6260,286.5417,0.3001,286.8418,0.3668,275,0.2,-275,0.2235,1;0;0,0,286.4423,1.0,979.0,-481.0,1,0
77,287.2086,-18102.2929,-17815.0843,18103.7101,288.6259,0.3001,288.9260,0.3668,-275,0.05,275,0.0529,1;0;0,1,288.5349,0.0,-1043.0,-535.0,1,0
78,289.2928,-18104.3771,-17815.0843,18105.1107,290.0264,0.3001,290.3265,0.3668,-275,0.0088,275,0.2009,0;0.5;0,1,289.9271,1.0,974.0,-499.0,1,1
79,290.6934,-18105.7776,-17815.0843,18106.7781,291.6938,0.3001,291.9939,0.3668,-275,0.05,275,0.0735,1;0;0,1,291.5944,0.0,-1053.0,-506.0,1,0
80,292.3607,-18107.4450,-17815.0843,18108.1286,293.0443,0.3001,293.3444,0.3668,275,0.45,-275,0.6421,0;0.5;0,0,292.9449,0.0,-1050.0,-521.0,1,1
81,293.7113,-18108.7955,-17815.0843,18110.2795,295.1952,0.3001,295.4953,0.3710,275,0.0167,-275,0.0196,0;0.5;0,0,295.0958,0.0,-1046.0,-521.0,1,1
82,295.8663,-18110.9506,-17815.0843,18112.3303,297.2460,0.3001,297.5462,0.3668,-275,0.45,275,0.4735,1;0;0,1,297.1551,0.0,-1047.0,-514.0,1,0
83,297.9130,-18112.9973,-17815.0843,18113.1807,298.0964,0.3001,298.3965,0.3668,-275,0,275,0.0029,1;0;0,1,298.0054,0.0,-1048.0,-517.0,1,0
84,298.7633,-18113.8476,-17815.0843,18114.0644,298.9801,0.3001,299.2802,0.3668,-275,0.0167,275,0.0177,0;0.5;0,1,298.8890,1.0,972.0,-494.0,1,1
85,299.6470,-18114.7313,-17815.0843,18117.2823,302.1980,0.3001,302.4982,0.3668,-275,0.05,275,0.0582,0;0.5;0,1,302.0985,1.0,974.0,-493.0,1,1
86,302.8650,-18117.9493,-17815.0843,18119.0831,303.9988,0.3001,304.2989,0.3668,-275,0.0088,275,0.0759,0;0.5;0,1,303.9077,1.0,975.0,-494.0,1,1
87,304.6657,-18119.7500,-17815.0843,18120.4503,305.3660,0.3001,305.6661,0.3668,-275,0.2,275,0.75,0;0.5;0,1,305.2750,1.0,970.0,-514.0,1,1
88,306.0329,-18121.1172,-17815.0843,18126.6195,311.5352,0.3001,311.8353,0.3668,-275,0.0088,275,0.0117,0;0.5;0,1,311.4442,1.0,967.0,-507.0,1,1
89,312.2021,-18127.2864,-17815.0843,18129.8374,314.7531,0.3001,315.0533,0.3668,-275,0,275,0.0029,0;0.5;0,1,314.6621,1.0,969.0,-503.0,1,1
90,315.4201,-18130.5044,-17815.0843,18133.0221,317.9378,0.3001,318.2379,0.3668,-275,0.0167,275,0.0177,1;0;0,1,317.8383,0.0,-1046.0,-519.0,1,0
91,318.6047,-18133.6890,-17815.0843,18134.6561,319.5718,0.3001,319.8719,0.3668,275,0.0088,-275,0.017,0;0.5;0,0,319.4809,0.0,-1036.0,-541.0,1,1
92,320.2387,-18135.3230,-17815.0843,18135.9733,320.8890,0.3001,321.1891,0.3668,-275,0.45,275,1,0;0.5;0,1,320.7896,1.0,956.0,-530.0,1,1
93,321.5559,-18136.6402,-17815.0843,18137.8574,322.7731,0.3001,323.0732,0.3668,275,0.2,-275,0.2671,0;0.5;0,0,322.6737,0.0,-1038.0,-536.0,1,1
94,323.4400,-18138.5243,-17815.0843,18139.1912,324.1069,0.3001,324.4071,0.3668,-275,0.45,275,1,0;0.5;0,1,324.0075,1.0,965.0,-517.0,1,1
95,324.7739,-18139.8582,-17815.0843,18140.7252,325.6409,0.3001,325.9410,0.3668,275,0.05,-275,0.1171,0;0.5;0,0,325.5499,0.0,-1035.0,-546.0,1,1
96,326.3078,-18141.3921,-17815.0843,18141.9924,326.9081,0.3001,327.2082,0.3668,-275,0.45,275,0.4582,0;0.5;0,1,326.8170,1.0,963.0,-517.0,1,1
97,327.5750,-18142.6593,-17815.0843,18143.2595,328.1753,0.3001,328.4754,0.3668,-275,0.45,275,0.5171,0;0.5;0,1,328.0760,1.0,961.0,-522.0,1,1
98,328.8422,-18143.9265,-17815.0843,18144.4100,329.3257,0.3001,329.6259,0.3668,275,0.2,-275,1,0;0.5;0,0,329.2347,0.0,-1037.0,-538.0,1,1
99,329.9927,-18145.0770,-17815.0843,18145.6939,330.6096,0.3001,330.9097,0.3668,275,0.2,-275,0.2082,0;0.5;0,0,330.5188,0.0,-1030.0,-550.0,1,1
100,331.2765,-18146.3608,-17815.0843,18146.9611,331.8768,0.3001,332.1769,0.3668,-275,0.45,275,0.6421,0;0.5;0,1,331.7774,1.0,965.0,-509.0,1,1
101,332.5437,-18147.6280,-17815.0843,18151.4462,336.3619,0.3001,336.6620,0.3668,275,0,-275,0.001,0;0.5;0,0,336.2709,0.0,-1029.0,-554.0,1,1
102,337.0289,-18152.1131,-17815.0843,18153.0135,337.9292,0.3001,338.2294,0.3668,-275,0.0167,275,0.0402,0;0.5;0,1,337.8382,1.0,961.0,-522.0,1,1
103,338.5962,-18153.6805,-17815.0843,18155.3311,340.2468,0.3001,340.5470,0.3668,-275,0.0088,275,0.0098,0;0.5;0,1,340.1558,1.0,960.0,-514.0,1,1
104,340.9138,-18155.9981,-17815.0843,18156.6817,341.5974,0.3001,341.8975,0.3668,-275,0.2,275,1,0;0.5;0,1,341.5064,1.0,967.0,-519.0,1,1
105,342.2643,-18157.3486,-17815.0843,18158.0155,342.9313,0.3001,343.2314,0.3668,275,0.05,-275,0.6,0;0.5;0,0,342.8403,0.0,-1027.0,-557.0,1,1
106,343.5982,-18158.6825,-17815.0843,18159.2827,344.1984,0.3001,344.4986,0.3668,-275,0.45,275,0.6421,1;0;0,1,344.0990,0.0,-1028.0,-564.0,1,0
107,344.8654,-18159.9497,-17815.0843,18160.5833,345.4990,0.3001,345.7991,0.3668,275,0.05,-275,0.0529,1;0;0,0,345.3996,1.0,963.0,-512.0,1,0
108,346.1659,-18161.2502,-17815.0843,18161.7837,346.6995,0.3001,346.9996,0.0000,-275,0.2,275,0.2235,1;0;0,1,346.6085,0.0,-1027.0,-552.0,1,0
109,346.9996,-18162.0839,-17815.0843,18162.5007,347.4164,0.3001,347.7165,0.3668,-275,0.0167,275,0.0249,0;0.5;0,1,347.3253,1.0,960.0,-517.0,1,1
110,348.0834,-18163.1676,-17815.0843,18164.0513,348.9670,0.3001,349.2672,0.3668,-275,0.0088,275,0.0117,0;0.5;0,1,348.8761,1.0,960.0,-522.0,1,1
111,349.6340,-18164.7183,-17815.0843,18167.4694,352.3851,0.3001,352.6852,0.3668,275,0.0088,-275,0.0098,1;0;0,0,352.2940,1.0,953.0,-527.0,1,0
112,353.0520,-18168.1363,-17815.0843,18168.5198,353.4355,0.3001,353.7357,0.3668,275,0.45,-275,0.4735,0;0.5;0,0,353.3360,0.0,-1026.0,-550.0,1,1
113,354.1025,-18169.1868,-17815.0843,18173.7053,358.6210,0.3001,358.9211,0.3668,275,0.0088,-275,0.0117,0;0.5;0,0,358.5300,0.0,-1026.0,-548.0,1,1
114,359.2879,-18174.3722,-17815.0843,18176.0062,360.9219,0.3001,361.2220,0.3668,-275,0,275,0.0029,1;0;0,1,360.8309,0.0,-1022.0,-556.0,1,0
115,361.5888,-18176.6731,-17815.0843,18177.1900,362.1057,0.3001,362.4058,0.3668,275,0.2,-275,0.2235,1;0;0,0,362.0065,1.0,956.0,-523.0,1,0
116,362.7727,-18177.8569,-17815.0843,18178.7406,363.6563,0.3001,363.9565,0.3668,-275,0.05,275,0.6,0;0.5;0,1,363.5569,1.0,956.0,-523.0,1,1
117,364.3233,-18179.4076,-17815.0843,18179.9578,364.8735,0.3001,365.1736,0.3668,275,0.0088,-275,0.2009,0;0.5;0,0,364.7825,0.0,-1023.0,-559.0,1,1
118,365.5404,-18180.6247,-17815.0843,18182.0920,367.0077,0.3001,367.3078,0.3668,275,0,-275,0.0082,0;0.5;0,0,366.9165,0.0,-1027.0,-550.0,1,1
119,367.6746,-18182.7589,-17815.0843,18184.0761,368.9918,0.3001,369.2920,0.3668,275,0.0167,-275,0.0402,0;0.5;0,0,368.8925,0.0,-1025.0,-551.0,1,1
120,369.6588,-18184.7431,-17815.0843,18185.4600,370.3757,0.3001,370.6759,0.3668,275,0.05,-275,0.6,0;0.5;0,0,370.2847,0.0,-1029.0,-550.0,1,1
121,371.0427,-18186.1270,-17815.0843,18186.7606,371.6763,0.3001,371.9764,0.3668,275,0.05,-275,0.2421,0;0.5;0,0,371.5852,0.0,-1017.0,-568.0,1,1
122,372.3432,-18187.4275,-17815.0843,18190.9623,375.8780,0.3001,376.1781,0.3668,275,0,-275,0.001,1;0;0,0,375.7870,1.0,953.0,-525.0,1,0
123,376.5449,-18191.6292,-17815.0843,18192.1294,377.0451,0.3001,377.3452,0.3668,-275,0.0088,275,0.2009,0;0.5;0,1,376.9540,1.0,954.0,-522.0,1,1
124,377.7121,-18192.7963,-17815.0843,18193.3799,378.2956,0.3001,378.5957,0.3668,275,0.2,-275,0.3921,0;0.5;0,0,378.1963,0.0,-1024.0,-551.0,1,1
125,378.9626,-18194.0468,-17815.0843,18197.8150,382.7308,0.3001,383.0309,0.3668,275,0.0088,-275,0.0117,0;0.5;0,0,382.6398,0.0,-1019.0,-564.0,1,1
126,383.3977,-18198.4820,-17815.0843,18199.8492,384.7649,0.3001,385.0650,0.3668,275,0,-275,0.0029,1;0;0,0,384.6655,1.0,953.0,-527.0,1,0
127,385.4319,-18200.5161,-17815.0843,18201.8000,386.7157,0.3001,387.0158,0.3668,-275,0.0167,275,0.0249,0;0.5;0,1,386.6163,1.0,956.0,-525.0,1,1
128,387.3827,-18202.4669,-17815.0843,18203.1672,388.0829,0.3001,388.3831,0.3668,275,0.45,-275,0.6421,0;0.5;0,0,387.9835,0.0,-1009.0,-596.0,1,1
129,388.7499,-18203.8342,-17815.0843,18204.5344,389.4502,0.3001,389.7503,0.3668,275,0.05,-275,0.6,0;0.5;0,0,389.3591,0.0,-1021.0,-572.0,1,1
130,390.1171,-18205.2014,-17815.0843,18205.8350,390.7507,0.3001,391.0508,0.3668,275,0.2,-275,0.75,0;0.5;0,0,390.6514,0.0,-1011.0,-585.0,1,1
131,391.4176,-18206.5019,-17815.0843,18207.6857,392.6014,0.3001,392.9016,0.3668,-275,0,275,0.1921,0;0.5;0,1,392.5102,1.0,951.0,-523.0,1,1
132,393.2684,-18208.3527,-17815.0843,18209.1863,394.1020,0.3001,394.4022,0.3668,275,0.0088,-275,0.0759,0;0.5;0,0,394.0109,0.0,-1009.0,-601.0,1,1
133,394.7690,-18209.8533,-17815.0843,18210.5702,395.4859,0.3001,395.7861,0.3668,-275,0.45,275,0.4582,1;0;0,1,395.3865,0.0,-1017.0,-572.0,1,0
134,396.1529,-18211.2372,-17815.0843,18211.8207,396.7364,0.3001,397.0366,0.3668,-275,0,275,0.0082,1;0;0,1,396.6453,0.0,-1013.0,-570.0,1,0
135,397.4034,-18212.4877,-17815.0843,18213.4881,398.4038,0.3001,398.7039,0.3668,-275,0.2,275,0.2082,0;0.5;0,1,398.3128,1.0,952.0,-522.0,1,1
136,399.0707,-18214.1550,-17815.0843,18215.0554,399.9711,0.3001,400.2712,0.3668,275,0.45,-275,0.6421,0;0.5;0,0,399.8801,0.0,-1014.0,-575.0,1,1
137,400.6380,-18215.7223,-17815.0843,18218.8569,403.7726,0.3001,404.0728,0.3668,-275,0.0167,275,0.0177,1;0;0,1,403.6732,0.0,-1014.0,-570.0,1,0
138,404.4396,-18219.5239,-17815.0843,18220.7243,405.6401,0.3001,405.9402,0.3668,-275,0.0167,275,0.0196,1;0;0,1,405.5490,0.0,-1017.0,-555.0,1,0
139,406.3070,-18221.3913,-17815.0843,18221.5080,406.4237,0.3001,406.7238,0.3668,275,0.05,-275,0.2421,1;0;0,0,406.3326,1.0,951.0,-526.0,1,0
140,407.0907,-18222.1749,-17815.0843,18222.8585,407.7743,0.3001,408.0744,0.3668,-275,0.05,275,0.6,0;0.5;0,1,407.6749,1.0,950.0,-526.0,1,1
141,408.4412,-18223.5255,-17815.0843,18227.1936,412.1094,0.3001,412.4095,0.3668,-275,0.0088,275,0.0098,1;0;0,1,412.0183,0.0,-1016.0,-556.0,1,0
142,412.7763,-18227.8606,-17815.0843,18228.4608,413.3765,0.3001,413.6767,0.3668,-275,0.45,275,1,0;0.5;0,1,413.2855,1.0,950.0,-523.0,1,1
143,414.0435,-18229.1278,-17815.0843,18232.5792,417.4949,0.3001,417.7950,0.3668,275,0,-275,0.0029,0;0.5;0,0,417.3955,0.0,-1004.0,-594.0,1,1
144,418.1618,-18233.2461,-17815.0843,18235.8472,420.7629,0.3001,421.0630,0.3668,275,0,-275,0.001,0;0.5;0,0,420.6718,0.0,-1010.0,-572.0,1,1
145,421.4298,-18236.5141,-17815.0843,18237.2311,422.1468,0.3001,422.4469,0.3668,-275,0.2,275,0.3921,0;0.5;0,1,422.0475,1.0,934.0,-560.0,1,1
146,422.8137,-18237.8980,-17815.0843,18241.0493,425.9650,0.3001,426.2651,0.3668,-275,0,275,0.001,1;0;0,1,425.8740,0.0,-1013.0,-575.0,1,0
